Title,Author,State,District,Date of Challenge/Removal,Ban Status,Initiating Action
Shadow of the Hegemon,"Card, Orson Scott",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Speaker for the Dead,"Card, Orson Scott",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Treasure Box,"Card, Orson Scott",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Xenocide,"Card, Orson Scott",Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
Dragon's Keep,"Carey, Janet Lee",Texas,North East Independent School District,June 2024,Banned,Administration
Draw Me a Star,"Carle, Eric",Florida,Hernando County Schools,October 2023,Banned,Administration
The Tyrant's Daughter,"Carleson, J. C.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
In the Neighborhood of True,"Carlton, Susan Kaplan",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Roar,"Carmack, Cora",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Quake,"Carman, Patrick",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Tremor,"Carman, Patrick",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Infinite in Between,Carolyn Mackler,Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Rural Voices: 15 Authors Challenge Assumptions About Small-Town America,"Carpenter, Nora Shalaway",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Changeless,"Carriger, Gail",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Soulless,"Carriger, Gail",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Feminism Book,"Carroll, Georgie",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Mythology Book,"Carroll, Georgie",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
How Beautiful the Ordinary: Twelve Stories of Identity,"Cart, Michael",Alaska,Matanuska-Susitna Borough School District,September 2023,Banned pending investigation,Formal Challenge
Goddess Interrupted,"Carter, Aimée",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Queen,"Carter, Aimée",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Goddess Inheritance,"Carter, Aimée",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Goddess Legacy: An Original Goddess Test Collection,"Carter, Aimée",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Goddess Test,"Carter, Aimée",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
"I’d Tell You I Love You, But Then I’d Have Kill You","Carter, Ally",Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
The Bloody Chamber and Other Stories,"Carter, Angela",Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
"Me, Him, Them and It","Carter, Caela",Florida,Clay County School District,August 2023,Banned,Formal Challenge
The Education of Little Tree,"Carter, Forrest",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
I Stop Somewhere,"Carter, TE",Florida,Clay County School District,April 2024,Banned pending investigation,Formal Challenge
Bloodline: A Novel,"Cary, Kate",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Bitterblue,"Cashore, Kristin",Florida,Clay County School District,October 2023,Banned by restriction,Formal Challenge
Fire,"Cashore, Kristin",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Graceling,"Cashore, Kristin",Florida,Charlotte County Public Schools,August 2023,Banned,Administration
Graceling: The Graphic Novel,"Cashore, Kristin",Florida,Collier County Public Schools,June 2024,Banned by restriction,Administration
"Jane, Unlimited","Cashore, Kristin",Florida,Clay County School District,August 2023,Banned pending investigation,Formal Challenge
Winterkeep,"Cashore, Kristin",Florida,Clay County School District,October 2023,Banned,Formal Challenge
Happily Ever After (KC),"Cass, Kiera",Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Betrayed,"Cass, Kiera",Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Betrothed,"Cass, Kiera",Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Crown,"Cass, Kiera",Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Elite,"Cass, Kiera",Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Heir,"Cass, Kiera",Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The One,"Cass, Kiera",Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
The Selection,"Cass, Kiera",Florida,Escambia County Public Schools,October 2023,Banned by restriction,Administration
The Selection Stories: The Prince and The Guard,"Cass, Kiera",Florida,Escambia County Public Schools,December 2023,Banned pending investigation,Administration
The Siren,"Cass, Kiera",Florida,Escambia County Public Schools,August 2023,Banned by restriction,Administration
Looking for JJ,"Cassidy, Anne",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Kisses From Hell,"Cast, Kristin",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Awakened,"Cast, P. C.",Florida,Collier County Public Schools,October 2023,Banned,Administration
Betrayed,"Cast, P. C.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Burned (PCC),"Cast, P. C.",Florida,Collier County Public Schools,October 2023,Banned,Administration
Chosen,"Cast, P. C.",Florida,Collier County Public Schools,October 2023,Banned,Administration
Destined,"Cast, P. C.",Florida,Collier County Public Schools,October 2023,Banned,Administration
Hidden,"Cast, P. C.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
"House of Night (Series, Title not Specified)","Cast, P. C.",Iowa,Highland Community School District,October 2023,Banned,Administration
House of Night: The Beginning - Marked and Betrayed,"Cast, P. C.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Hunted,"Cast, P. C.",Florida,Collier County Public Schools,October 2023,Banned,Administration
Kalona's Fall,"Cast, P. C.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Marked,"Cast, P. C.",Florida,Collier County Public Schools,October 2023,Banned,Administration
Moon Chosen,"Cast, P. C.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Neferet's Curse,"Cast, P. C.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Redeemed,"Cast, P. C.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Revealed (PCC),"Cast, P. C.",Florida,Clay County School District,February 2024,Banned,Formal Challenge
Sun Warrior: Tales of a New World,"Cast, P. C.",Texas,North East Independent School District,June 2024,Banned,Administration
Tempted (PCC),"Cast, P. C.",Florida,Collier County Public Schools,October 2023,Banned,Administration
Untamed (PCC),"Cast, P. C.",Florida,Collier County Public Schools,October 2023,Banned,Administration
Dragon's Oath,"Cast, P.C.",Florida,Collier County Public Schools,October 2023,Banned,Administration
House of Night: Legacy,"Cast, P.C.",Iowa,Bondurant-Farrar Community School District,March 2024,Banned pending investigation,Administration
Tin Star,"Castellucci, Cecil",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Mantle: The Best There Ever Was,"Castro, Tony",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
My Antonia,"Cather, Willa",Wisconsin,Elkhorn Area School District,November 2023,Banned by restriction,"Informal Challenge, Administration"
A Question of Holmes,"Cavallaro, Brittany",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
A Study in Charlotte,"Cavallaro, Brittany",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Case for Jamie,"Cavallaro, Brittany",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Last of August,"Cavallaro, Brittany",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
AIDS,"Cefrey, Holly",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Syphilis and Other Sexually Transmitted Diseases,"Cefrey, Holly",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Something Happened in Our Town,"Celano, Marianne",Wisconsin,Howard-Suamic School District,November 2023,Banned,Administration
When Dinosaurs Walked,"Chaikin, Andrew",Texas,North East Independent School District,June 2024,Banned,Administration
The School for Good and Evil,"Chainani, Soman",Florida,Clay County School District,March 2024,Banned by restriction,Formal Challenge
Dying to Know You,"Chambers, Aidan",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Postcards From No Man's Land,"Chambers, Aidan",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
"Farewell, My Lovely","Chandler, Raymond",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Playback,"Chandler, Raymond",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
Raymond Chandler: Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell My Lovely / The High Window,"Chandler, Raymond",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The Big Sleep,"Chandler, Raymond",Florida,Orange County Public Schools,June 2024,Banned by restriction,Administration
The High Window,"Chandler, Raymond",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
